Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
Y7-M03-D01,119.55,165.96,393.1,31.33,7.52,12.36,81.15,2.38,16.1,106.24,815.69,396.34,398.78,389.73,46.31,15.36,131.05,32.16,67.69,45.23,52.58,140.09,144.69,1.47,90.99
Y7-M03-D02,119.88,164.91,400.68,32.17,7.68,12.25,79.88,2.55,15.51,107.47,829.14,374.61,397.13,395.82,47.4,15.25,133.0,32.49,67.34,44.41,51.87,136.63,145.39,1.53,93.0
Y7-M03-D03,117.51,163.82,405.06,32.35,7.27,11.27,80.22,2.41,15.39,106.76,832.63,378.15,395.27,394.98,46.66,15.18,133.42,31.97,67.94,44.08,50.48,135.87,142.82,1.51,92.5
Y7-M03-D04,120.12,165.2,418.62,33.47,7.53,11.12,77.19,2.39,15.27,112.56,839.13,388.21,410.89,407.32,48.07,15.09,133.51,30.6,66.15,43.58,52.03,143.95,147.65,1.51,99.14
Y7-M03-D07,119.49,164.35,405.98,32.22,7.45,11.6,76.35,2.27,15.12,113.52,809.93,385.61,397.23,388.07,46.92,15.02,134.32,29.58,65.47,43.54,50.64,144.18,146.51,1.53,103.38
Y7-M03-D08,117.82,163.77,394.0,32.49,7.17,11.21,76.13,2.22,15.15,115.62,793.15,387.88,401.29,387.51,47.11,15.25,135.41,29.22,64.92,43.58,51.17,157.46,151.83,1.56,107.17
Y7-M03-D09,115.3,165.1,378.98,32.34,7.03,11.65,77.43,2.31,15.53,118.74,824.19,385.48,416.54,408.3,47.05,15.06,132.7,28.27,63.92,42.91,51.97,157.5,152.13,1.52,109.41
Y7-M03-D10,115.84,163.73,378.46,32.86,7.08,11.92,74.91,2.23,15.04,119.31,787.02,383.7,392.01,401.32,46.5,14.96,132.21,28.1,63.27,43.61,52.18,152.77,151.46,1.52,113.43
Y7-M03-D11,115.42,163.58,379.85,33.09,7.3,11.52,75.84,2.25,15.3,113.12,837.36,395.5,404.83,412.33,48.06,14.74,131.11,27.75,62.39,42.91,51.27,157.82,150.35,1.6,110.79
Y7-M03-D14,114.66,161.8,387.77,32.66,6.86,11.79,77.85,2.47,14.86,113.37,840.38,395.9,409.02,417.33,48.22,15.2,129.93,28.74,62.7,43.3,50.47,141.7,150.5,1.57,108.95
Y7-M03-D15,116.28,162.57,396.86,33.81,6.86,12.03,77.31,2.49,15.42,111.34,843.62,393.53,404.37,419.2,47.9,14.88,126.48,27.36,61.05,42.49,49.7,143.61,156.39,1.57,109.97
Y7-M03-D16,113.5,163.58,401.61,32.54,6.79,12.07,74.44,2.61,15.87,113.06,835.44,398.07,404.27,417.86,47.99,14.91,127.71,26.08,61.59,42.95,50.39,148.12,160.86,1.55,108.88
Y7-M03-D17,113.34,164.07,406.23,33.4,6.51,12.19,73.71,2.63,15.37,108.27,854.87,404.54,414.51,426.59,48.6,15.25,131.22,27.07,63.32,42.6,50.25,146.9,156.82,1.5,102.45
Y7-M03-D18,113.34,165.49,393.66,32.23,6.43,12.46,72.55,2.68,15.14,106.65,841.58,403.68,429.73,414.11,48.89,15.66,135.43,27.73,63.65,43.28,49.28,152.5,155.31,1.45,98.43
Y7-M03-D21,113.25,164.61,400.18,30.86,6.4,11.98,71.02,2.7,15.06,107.19,800.26,396.72,422.57,389.24,47.16,15.54,135.75,28.34,63.75,42.14,49.03,164.89,156.93,1.44,104.87
Y7-M03-D22,114.38,161.66,397.84,31.4,6.33,11.13,70.51,2.6,14.3,110.67,803.76,390.43,414.08,369.83,47.01,16.02,138.59,29.24,66.82,43.57,48.31,171.43,154.69,1.52,104.74
Y7-M03-D23,116.86,163.24,407.49,32.19,6.26,10.73,68.13,2.47,14.49,110.54,795.39,384.18,409.12,368.96,46.18,16.15,137.43,29.64,68.95,43.38,48.87,158.92,147.72,1.49,104.18
Y7-M03-D24,117.54,161.45,405.72,32.89,6.05,10.03,69.47,2.46,14.13,109.7,831.99,377.8,409.78,369.4,46.46,16.23,138.39,29.74,70.08,43.5,48.94,156.76,150.21,1.51,104.17
Y7-M03-D25,117.16,163.61,419.57,33.98,6.31,9.17,70.07,2.59,13.62,110.01,841.3,373.28,406.48,365.65,45.95,16.4,140.4,31.23,73.98,43.94,46.81,144.93,148.63,1.47,105.65
Y7-M03-D28,116.86,165.14,422.21,34.88,6.78,9.2,69.32,2.51,14.0,107.75,827.35,372.02,404.84,366.7,44.77,16.59,142.94,30.41,74.32,44.59,46.49,140.27,143.12,1.49,111.42
Y7-M03-D29,116.25,163.34,412.48,34.51,6.77,9.2,67.07,2.51,13.85,106.24,845.28,370.84,413.49,383.07,45.41,16.71,142.1,29.16,75.82,44.39,47.33,134.52,143.15,1.53,110.34
Y7-M03-D30,117.66,162.93,411.74,34.44,6.91,8.93,69.56,2.5,14.42,111.91,820.55,359.4,406.4,374.11,44.38,16.66,141.96,30.85,78.47,44.95,47.64,140.57,142.25,1.48,108.61
Y7-M03-D31,119.74,163.42,409.89,34.14,7.01,8.27,68.8,2.63,14.07,114.82,798.25,363.86,408.84,388.11,44.9,16.64,145.54,30.23,79.5,44.69,47.04,140.79,139.53,1.45,104.49
Y7-M04-D01,117.72,162.39,394.62,33.4,6.81,8.27,70.64,2.68,13.34,110.55,768.23,369.33,413.05,390.21,44.39,16.78,143.69,30.32,78.32,46.12,46.86,142.93,139.63,1.41,107.38
Y7-M04-D04,115.94,158.52,404.6,33.95,7.0,8.52,71.02,2.67,13.33,108.02,734.87,371.63,419.78,381.42,44.81,16.46,143.72,29.76,78.68,44.83,47.01,154.76,148.84,1.49,105.13
Y7-M04-D05,115.7,158.02,414.65,34.88,6.85,8.46,68.17,2.49,13.74,107.47,734.76,375.43,423.66,382.7,44.45,16.51,142.74,29.49,74.54,45.15,48.44,150.75,148.4,1.52,102.88
Y7-M04-D06,115.15,159.39,416.5,35.11,6.57,8.03,67.5,2.53,14.32,108.11,708.21,370.98,419.48,370.94,44.07,16.6,143.46,29.49,76.3,44.29,47.09,148.58,149.37,1.45,92.16
Y7-M04-D07,112.11,157.37,411.18,34.72,6.55,8.02,69.53,2.54,13.95,105.27,697.92,370.94,415.54,370.95,44.29,16.72,143.31,30.39,79.34,43.76,47.98,159.42,148.83,1.4,91.05
Y7-M04-D08,115.53,160.5,428.13,36.47,7.06,8.28,69.34,2.5,14.48,103.61,682.58,373.54,398.73,366.82,44.28,16.45,141.66,29.91,77.21,42.38,47.2,161.51,144.56,1.41,91.07
Y7-M04-D11,116.14,161.88,449.13,36.83,7.55,8.24,67.93,2.42,15.03,102.89,682.84,379.26,405.33,376.22,43.77,16.89,140.32,29.46,75.63,41.73,48.49,165.89,144.25,1.5,91.93
Y7-M04-D12,114.91,160.55,450.47,34.99,7.15,8.51,66.15,2.32,14.53,98.19,702.15,385.32,402.7,399.43,44.36,16.81,139.74,29.21,78.07,41.62,47.01,169.23,139.15,1.51,92.0
Y7-M04-D13,116.04,161.26,432.22,34.43,7.26,8.34,66.7,2.45,14.65,96.69,675.95,385.28,403.72,397.98,44.47,16.75,139.41,29.61,78.92,42.21,46.07,168.54,139.26,1.43,91.5
Y7-M04-D14,118.7,162.31,447.32,34.32,7.61,8.52,68.55,2.6,15.22,100.05,667.88,378.42,392.07,373.99,43.48,16.85,144.94,29.86,82.23,43.57,44.83,154.56,135.19,1.41,89.49
Y7-M04-D15,116.94,160.56,427.11,33.57,7.3,8.84,67.65,2.53,15.08,105.77,666.93,363.36,392.01,356.15,43.14,17.01,145.86,30.44,84.93,44.16,45.28,152.19,131.47,1.4,85.79
Y7-M04-D18,115.82,157.84,426.3,31.34,7.29,8.76,67.71,2.52,14.73,110.62,670.11,360.12,403.28,355.73,42.38,17.14,144.92,31.86,85.55,43.71,43.02,150.51,126.14,1.33,85.08
Y7-M04-D19,117.84,157.14,428.51,31.43,7.41,9.0,67.01,2.41,13.65,107.11,685.43,365.0,407.38,348.05,42.25,16.74,144.25,30.4,85.41,43.54,43.51,146.89,123.8,1.28,84.09
Y7-M04-D20,119.26,156.49,433.41,31.21,7.4,8.81,68.06,2.38,13.16,108.79,679.91,361.1,415.44,352.47,42.5,17.14,146.28,31.93,86.44,45.04,43.87,150.01,124.64,1.27,84.01
Y7-M04-D21,118.56,154.89,434.08,32.74,7.66,9.25,64.21,2.51,12.86,104.67,690.05,357.64,416.51,366.12,41.99,17.29,149.03,33.03,89.13,45.96,45.53,164.79,127.99,1.37,87.9
Y7-M04-D22,118.31,154.84,444.96,34.21,7.28,9.33,66.27,2.63,12.92,104.07,681.1,360.89,423.54,370.37,41.66,17.18,147.85,33.06,87.44,43.9,46.46,165.16,131.94,1.4,91.76
Y7-M04-D25,118.61,153.64,447.74,34.03,7.39,9.3,67.56,2.57,13.02,104.49,671.56,362.35,431.55,362.48,41.32,17.17,148.7,33.46,89.34,42.52,47.97,153.75,127.81,1.33,85.93
Y7-M04-D26,119.47,152.33,429.67,34.85,7.39,9.5,68.91,2.55,13.03,105.51,638.16,354.6,422.59,372.06,40.77,17.33,148.89,35.65,89.93,42.43,47.92,168.64,128.44,1.35,88.16
Y7-M04-D27,118.18,151.08,425.4,33.47,7.56,9.47,71.31,2.75,13.15,108.65,622.88,346.55,422.71,370.91,41.52,17.51,152.65,37.38,93.43,42.76,48.88,174.71,132.64,1.42,87.24
Y7-M04-D28,118.87,151.53,418.14,34.32,7.53,9.46,69.61,2.68,12.86,106.26,606.9,341.89,421.36,377.55,41.03,17.71,155.14,37.63,96.09,43.52,48.63,165.04,133.32,1.43,90.59
Y7-M04-D29,117.36,152.8,422.67,34.85,7.96,10.1,70.43,2.74,13.55,113.87,621.0,346.41,406.71,367.54,40.21,17.78,152.94,38.09,101.91,43.75,49.67,171.56,129.38,1.41,98.73
Y7-M05-D02,117.16,153.09,411.32,34.67,7.88,10.23,68.98,2.82,13.99,116.64,647.87,360.93,418.79,371.46,39.09,18.11,155.04,40.19,105.21,44.21,49.8,178.09,130.54,1.41,98.09
Y7-M05-D03,118.94,151.57,427.79,34.7,7.71,10.09,70.33,2.86,13.96,116.83,680.26,372.33,409.53,376.05,40.31,17.9,153.98,40.4,101.49,43.79,49.18,182.9,129.0,1.37,99.88
Y7-M05-D04,119.21,150.47,419.3,34.16,7.87,10.28,69.8,3.1,13.51,123.42,689.06,371.57,410.63,398.21,40.61,17.84,152.66,40.29,101.89,43.62,48.53,168.06,126.75,1.34,102.7
Y7-M05-D05,117.34,150.08,430.48,35.18,7.62,9.67,68.53,2.87,13.98,124.96,682.12,376.01,397.93,399.11,41.32,17.63,150.04,39.75,99.29,42.37,48.68,161.73,123.22,1.4,100.65
Y7-M05-D06,117.94,149.82,432.24,34.89,7.61,9.58,67.78,3.04,13.8,123.65,704.16,384.5,401.49,408.09,40.46,17.88,150.44,41.44,99.57,42.09,47.84,157.68,120.29,1.35,102.64
Y7-M05-D09,116.79,149.65,457.57,34.05,7.82,9.69,69.22,3.2,14.67,118.3,691.26,379.25,408.73,388.03,40.01,17.64,148.76,40.99,97.95,42.04,47.29,151.61,124.13,1.28,100.03
Y7-M05-D10,117.12,150.17,445.83,35.49,7.91,9.7,69.31,3.09,15.1,110.82,677.46,383.61,404.89,381.37,40.02,17.48,151.39,39.67,97.54,40.87,47.9,149.7,129.43,1.2,100.03
Y7-M05-D11,117.25,148.2,443.96,35.92,8.17,10.09,69.59,3.18,15.71,118.16,665.48,371.75,392.62,372.43,39.62,17.37,150.83,40.14,97.55,41.09,48.33,143.37,127.88,1.2,102.86
Y7-M05-D12,117.74,146.95,435.93,35.09,8.08,10.08,67.1,3.31,14.95,118.92,649.56,375.58,396.09,360.26,39.73,17.27,148.78,39.46,97.87,40.47,47.81,137.73,125.74,1.2,105.1
Y7-M05-D13,116.74,147.8,442.62,35.8,7.88,10.56,67.73,3.19,14.2,120.98,645.1,371.1,396.23,354.22,39.4,17.34,149.73,38.92,96.07,40.19,48.51,136.34,127.27,1.22,107.01
Y7-M05-D16,116.35,147.88,443.66,36.53,7.6,10.28,66.31,3.31,14.38,121.61,636.26,368.19,398.17,353.86,39.04,17.42,150.68,37.95,95.21,40.3,49.13,136.74,126.75,1.16,107.33
Y7-M05-D17,115.44,148.7,440.18,35.78,7.73,10.32,62.65,3.23,14.75,127.05,600.04,373.02,392.56,340.62,39.6,17.37,152.09,38.59,98.18,40.68,50.15,138.9,126.6,1.24,110.31
Y7-M05-D18,112.88,146.09,439.87,35.18,7.61,10.55,64.64,3.22,14.53,124.04,597.01,371.07,391.53,328.32,39.82,17.36,150.25,39.77,102.99,41.52,49.49,134.61,123.83,1.25,112.33
Y7-M05-D19,112.48,147.67,444.79,36.63,7.93,11.02,66.3,3.55,14.16,125.8,610.28,370.49,388.7,324.99,39.74,17.36,150.31,39.03,102.61,42.51,49.13,132.1,124.95,1.16,117.75
Y7-M05-D20,111.96,145.3,425.47,35.24,7.81,11.04,64.97,3.36,13.7,129.45,634.53,359.28,394.67,331.72,39.56,17.14,149.02,38.27,101.92,42.22,50.34,128.79,126.44,1.19,121.74
Y7-M05-D23,113.62,147.19,439.27,35.34,8.05,11.19,62.46,3.36,14.01,130.89,616.48,362.46,398.88,344.55,40.68,17.33,148.56,38.47,105.26,42.78,49.27,126.04,130.89,1.18,123.06
Y7-M05-D24,113.47,146.16,423.33,34.6,8.21,11.52,59.79,3.46,13.95,134.15,622.08,367.96,400.65,350.48,40.57,17.06,146.24,39.22,106.06,42.23,48.56,113.84,132.05,1.2,123.47
Y7-M05-D25,112.66,148.69,440.74,35.52,8.44,12.12,59.82,3.54,14.03,133.1,626.75,374.98,404.41,354.74,42.11,16.98,145.66,38.86,105.49,42.46,50.67,118.06,131.12,1.2,127.68
Y7-M05-D26,115.07,147.66,433.39,36.23,8.43,12.15,61.09,3.67,13.92,138.2,638.46,378.35,394.65,357.69,43.47,17.12,143.21,38.61,98.9,41.89,51.9,121.2,131.66,1.16,128.28
Y7-M05-D27,116.43,149.35,437.26,35.78,9.07,12.02,61.01,3.73,14.2,145.51,646.29,383.64,394.28,366.24,42.33,17.17,140.14,38.9,101.9,41.75,51.91,121.78,130.64,1.23,124.59
Y7-M05-D30,115.07,147.35,440.57,36.91,9.1,11.81,59.49,3.61,13.62,138.34,640.75,384.33,390.78,364.59,42.52,17.08,138.81,38.09,101.77,41.05,50.09,127.38,135.89,1.29,119.06
Y7-M05-D31,116.88,148.66,429.59,36.8,9.4,12.36,58.7,3.78,13.55,137.69,652.28,383.26,392.82,372.25,42.23,16.73,139.09,39.28,101.32,42.17,49.36,122.92,130.5,1.23,114.89
Y7-M06-D01,116.33,147.73,423.2,37.24,9.82,12.1,60.01,3.63,13.24,143.73,680.63,379.12,389.82,375.89,42.74,16.27,137.06,38.35,94.57,40.96,50.27,131.39,130.32,1.25,121.11
Y7-M06-D02,116.07,147.16,409.67,37.05,9.17,12.33,58.71,3.7,13.43,142.41,681.87,385.68,385.95,374.42,44.48,16.19,139.53,40.38,99.97,42.19,50.44,129.87,131.97,1.22,129.39
Y7-M06-D03,116.73,148.04,411.31,38.0,9.68,12.19,59.76,3.87,13.18,141.09,670.8,383.27,386.72,377.44,45.39,16.34,139.21,40.75,98.61,42.45,49.48,134.1,127.72,1.22,128.16
Y7-M06-D06,116.23,148.14,403.97,37.79,9.36,12.08,59.24,3.81,12.82,140.17,688.65,379.12,367.74,367.27,44.86,16.34,140.33,40.43,95.11,41.08,50.26,143.05,128.5,1.24,130.35
Y7-M06-D07,115.49,146.55,386.97,36.85,9.07,11.98,58.14,3.9,13.1,143.78,719.13,381.97,373.06,365.85,45.27,16.26,142.65,40.96,96.6,40.78,49.47,140.33,129.46,1.21,125.67
Y7-M06-D08,115.07,145.94,383.73,38.74,9.36,12.12,60.36,4.05,12.16,142.65,754.63,383.85,377.11,363.96,45.42,16.59,145.34,43.18,98.24,42.0,49.21,137.73,132.43,1.2,125.72
Y7-M06-D09,116.74,147.74,378.05,39.6,9.34,12.77,60.93,4.35,12.37,151.97,779.28,384.8,386.18,353.32,45.67,16.5,143.91,43.37,97.08,42.51,50.12,137.55,134.8,1.3,129.08
Y7-M06-D10,116.11,149.0,376.72,40.14,9.38,12.69,60.84,4.3,12.26,158.6,751.82,373.63,372.3,345.83,44.39,16.39,143.62,44.21,99.98,41.86,50.47,139.27,138.26,1.3,131.17
Y7-M06-D13,114.72,150.24,391.49,40.02,9.42,11.54,60.91,4.12,12.44,158.07,744.2,372.4,380.0,362.05,44.6,16.26,142.76,44.81,101.2,41.7,50.69,140.26,135.83,1.33,128.03
Y7-M06-D14,113.64,151.67,393.25,38.84,9.4,11.51,59.28,4.11,12.4,153.75,741.8,363.82,377.49,354.84,44.4,16.61,140.7,44.84,108.89,42.15,51.03,134.87,134.09,1.33,131.76
Y7-M06-D15,111.78,151.08,367.49,37.01,9.55,11.93,62.0,3.84,12.69,152.56,732.56,356.79,381.89,349.0,43.87,16.66,138.36,40.77,103.02,40.82,49.59,133.43,132.2,1.32,128.0
Y7-M06-D16,112.29,152.49,371.28,38.64,9.74,11.97,61.84,3.65,12.76,148.33,750.01,357.43,384.34,351.36,44.3,16.67,139.57,40.93,101.1,40.51,49.21,130.11,132.02,1.32,131.39
Y7-M06-D17,111.37,151.71,368.16,38.93,9.71,12.0,58.64,3.51,13.15,146.58,764.1,353.9,390.66,356.2,44.23,17.06,139.66,41.75,99.33,41.0,48.41,136.81,131.06,1.3,129.66
Y7-M06-D20,112.47,153.23,377.3,41.34,10.16,11.73,58.07,3.41,13.07,145.04,745.72,353.43,380.95,368.14,44.18,17.13,139.33,41.36,100.4,39.66,46.93,144.06,128.32,1.3,131.25
Y7-M06-D21,110.83,154.01,369.97,41.97,10.33,11.75,57.44,3.29,13.31,143.71,759.69,350.13,372.87,346.21,43.32,17.28,143.36,41.78,100.83,39.66,46.5,149.53,127.55,1.25,141.55
Y7-M06-D22,111.5,154.84,367.66,41.89,10.22,11.09,57.94,3.2,12.9,146.22,784.49,352.36,370.02,350.47,44.35,17.03,142.18,41.8,95.38,40.03,45.59,150.68,126.83,1.19,134.79
Y7-M06-D23,110.75,156.57,362.48,40.41,10.38,10.93,59.33,3.04,13.03,148.8,780.24,344.02,356.96,360.06,44.16,17.16,142.27,41.33,93.5,39.48,45.01,149.93,125.14,1.16,137.69
Y7-M06-D24,110.79,157.69,366.16,38.95,10.36,10.65,60.01,3.26,13.47,153.57,787.09,350.5,366.95,357.9,42.51,17.24,143.26,39.4,93.27,39.14,45.02,148.11,124.0,1.18,134.55
Y7-M06-D27,114.09,157.75,368.84,40.58,10.14,11.08,58.96,3.01,13.55,156.8,780.49,343.94,357.98,368.73,41.07,17.21,143.52,37.56,92.67,38.98,44.56,144.5,127.45,1.21,141.45
Y7-M06-D28,113.35,156.07,360.47,40.25,9.84,10.85,57.46,3.24,13.48,153.58,778.15,350.57,357.78,365.9,40.78,17.34,146.38,37.34,94.03,39.62,43.44,148.79,125.47,1.21,140.81
Y7-M06-D29,113.67,157.79,367.36,40.93,9.72,10.96,56.56,3.65,13.43,153.36,766.14,340.97,360.33,365.41,39.34,17.66,145.85,37.49,94.37,39.4,44.09,151.75,125.99,1.19,140.28
Y7-M06-D30,112.25,154.69,374.28,40.44,9.38,10.88,57.6,3.81,13.69,155.64,775.21,345.64,362.41,361.31,39.47,17.56,144.21,36.9,91.44,39.71,44.6,150.23,128.39,1.19,138.53
Y7-M07-D01,110.52,154.4,360.97,39.39,9.19,10.57,56.9,3.75,13.44,148.57,765.09,344.81,352.33,360.14,39.28,17.75,138.98,35.26,86.55,39.29,44.78,152.44,127.55,1.17,139.76
Y7-M07-D04,111.65,153.73,363.22,37.85,9.03,10.72,56.81,3.76,13.21,150.46,792.06,345.14,349.18,364.24,39.96,17.72,136.57,34.57,84.72,40.1,43.85,156.45,130.95,1.18,145.62
Y7-M07-D05,111.82,151.66,383.3,40.05,9.51,10.02,58.36,3.79,13.9,160.59,810.48,354.46,345.86,365.93,40.78,17.61,140.01,33.74,84.76,39.91,43.43,167.8,132.29,1.19,150.25
Y7-M07-D06,111.81,148.74,372.57,38.01,9.2,9.22,57.43,3.65,14.38,158.98,810.69,354.06,349.93,370.39,39.69,17.4,138.62,33.21,82.04,39.09,43.75,178.55,136.14,1.23,158.84
Y7-M07-D07,112.72,148.37,378.54,37.96,8.93,9.53,55.78,3.68,14.99,161.28,801.83,357.83,352.63,372.55,39.83,17.48,138.97,33.36,81.62,39.23,44.07,177.85,138.49,1.23,159.87
Y7-M07-D08,113.88,147.86,381.88,38.77,9.5,9.42,56.03,3.65,14.41,156.66,806.69,355.42,369.41,386.18,39.25,17.59,140.41,33.54,79.06,39.74,44.06,193.51,141.41,1.29,172.5
Y7-M07-D11,113.14,146.07,382.9,38.12,9.79,9.44,55.45,3.5,14.06,162.83,867.25,363.3,388.29,391.09,39.88,17.47,144.32,33.75,81.73,40.04,43.95,188.78,143.99,1.3,177.13
Y7-M07-D12,116.33,145.28,371.79,39.43,10.68,9.2,55.02,3.34,13.67,162.5,879.27,354.63,382.28,375.68,40.22,17.29,144.02,33.79,80.19,39.9,43.15,185.75,141.95,1.34,182.81
Y7-M07-D13,118.67,146.98,382.72,40.03,10.84,9.46,53.76,3.28,14.06,162.64,854.83,338.43,388.34,372.51,38.86,17.27,146.29,34.66,79.05,40.15,43.04,173.2,138.33,1.32,197.16
Y7-M07-D14,117.57,146.62,361.88,40.81,10.84,9.45,54.29,3.02,14.56,162.04,846.67,331.17,385.75,371.16,37.77,17.46,146.52,32.58,76.12,39.88,43.14,177.95,134.06,1.31,190.18
Y7-M07-D15,117.25,143.88,350.59,39.75,10.28,9.92,53.31,3.15,14.4,158.26,837.63,330.8,381.42,360.72,36.85,17.42,148.95,32.68,77.32,39.49,43.01,170.31,134.24,1.29,189.8
Y7-M07-D18,115.42,141.39,354.69,40.74,10.2,9.58,54.63,3.03,13.81,153.99,852.68,339.14,377.61,359.91,36.41,17.48,149.43,32.66,77.67,39.01,44.09,172.4,139.21,1.33,189.49
Y7-M07-D19,114.36,142.02,366.66,40.92,10.31,9.24,53.49,3.05,14.0,146.9,847.31,338.11,382.15,366.73,37.48,17.75,154.08,33.3,82.9,39.43,42.89,163.45,140.13,1.32,192.0
Y7-M07-D20,113.99,143.66,370.82,41.42,10.69,9.85,53.0,3.08,14.08,144.43,839.58,343.29,382.74,354.42,37.5,17.94,153.9,32.79,81.7,38.8,41.02,158.23,138.08,1.34,190.28
Y7-M07-D21,115.23,144.79,379.79,40.36,10.85,9.69,52.22,3.15,14.2,144.38,826.23,343.44,380.58,343.74,37.28,17.73,151.9,31.34,82.96,39.5,40.35,154.4,139.9,1.33,185.27
Y7-M07-D22,116.5,144.97,377.29,39.14,10.34,9.91,52.8,3.01,14.13,136.85,816.21,351.24,379.94,337.19,37.61,17.71,152.2,30.81,83.87,39.64,42.25,160.34,147.21,1.4,209.35
Y7-M07-D25,116.21,141.74,355.51,39.57,9.78,10.13,53.04,2.91,14.29,135.64,796.53,350.86,380.51,322.48,37.81,17.86,152.95,29.71,80.2,39.58,42.46,157.28,146.13,1.44,209.14
Y7-M07-D26,118.66,142.6,364.36,39.51,10.72,11.1,52.21,2.8,14.48,132.09,769.77,349.86,377.45,318.85,37.42,17.8,152.83,30.05,80.09,38.9,42.37,155.16,149.29,1.43,220.16
Y7-M07-D27,120.29,144.44,380.22,40.12,11.14,11.17,52.64,2.64,13.92,129.24,747.08,347.37,367.93,297.56,37.28,17.8,152.68,30.49,82.26,39.1,43.33,159.97,155.88,1.5,239.63
Y7-M07-D28,120.26,142.61,368.01,40.68,11.25,10.98,52.63,2.6,14.09,129.4,764.85,351.81,363.3,298.17,36.71,17.67,152.72,30.26,81.24,39.01,44.7,161.12,157.0,1.51,240.12
Y7-M07-D29,121.54,142.45,376.42,41.14,11.43,11.28,52.55,2.61,14.24,132.28,770.67,362.4,373.22,298.79,36.67,17.55,153.67,31.7,83.89,38.16,45.29,161.41,158.88,1.6,246.44
Y7-M08-D01,120.13,142.97,359.79,40.24,10.88,11.8,53.51,2.64,14.23,133.01,762.44,354.94,360.86,291.28,35.81,17.64,153.29,31.2,81.97,38.67,46.13,162.97,162.38,1.61,243.63
Y7-M08-D02,118.87,139.22,348.42,40.62,10.4,11.29,54.63,2.55,14.59,129.64,777.44,352.63,356.02,282.07,36.78,17.54,154.37,30.1,81.48,38.62,46.98,154.28,160.25,1.5,245.73
Y7-M08-D03,116.64,138.48,340.47,39.02,10.73,10.97,54.48,2.62,14.19,126.1,814.44,354.31,344.47,291.66,37.46,17.51,153.25,30.2,78.37,38.97,48.18,160.98,157.29,1.54,251.84
Y7-M08-D04,116.67,138.37,335.27,39.06,10.47,11.36,57.16,2.82,14.88,130.19,833.29,364.72,349.8,294.88,38.19,17.54,154.23,31.04,77.78,39.14,47.48,154.52,161.16,1.55,256.24
Y7-M08-D05,114.4,135.91,318.65,38.37,10.32,12.05,57.68,2.74,14.77,134.66,836.88,371.46,345.4,309.25,38.77,17.78,156.39,31.6,79.11,39.29,47.82,150.44,158.97,1.55,262.89
Y7-M08-D08,111.0,134.68,312.55,37.25,9.96,11.54,58.48,2.74,14.66,127.87,847.38,387.77,357.05,320.61,39.06,17.62,155.47,30.81,77.37,39.41,48.27,150.72,155.91,1.53,263.6
Y7-M08-D09,112.04,137.46,313.58,37.72,10.11,11.5,56.85,2.75,14.58,124.38,834.87,377.4,339.0,304.48,38.68,17.78,156.6,30.66,76.72,39.36,47.86,142.96,159.55,1.48,259.91
Y7-M08-D10,112.01,136.19,306.08,36.0,10.13,11.87,59.48,2.74,14.63,130.09,885.69,371.2,339.81,313.2,39.16,17.69,159.74,31.06,78.72,40.45,48.59,144.92,162.95,1.5,250.11
Y7-M08-D11,112.03,136.9,296.71,35.84,9.85,11.16,58.18,2.97,14.17,132.88,929.03,366.43,347.04,315.3,39.42,17.71,159.86,31.08,80.0,40.65,49.02,146.44,163.45,1.53,279.17
Y7-M08-D12,114.58,138.75,304.73,35.71,9.86,11.44,58.8,3.04,14.7,134.72,898.43,371.2,342.47,329.85,37.65,17.55,157.2,29.25,79.13,40.37,47.99,147.3,166.6,1.48,262.84
Y7-M08-D15,115.87,137.17,304.87,35.94,9.75,11.88,59.7,3.04,14.09,133.67,880.87,370.96,335.2,333.94,37.49,17.41,155.98,29.0,78.43,40.23,47.21,147.61,165.81,1.47,263.07
Y7-M08-D16,115.13,136.42,311.97,35.34,9.31,11.66,59.46,3.19,14.43,135.67,881.16,367.95,326.52,336.02,36.91,17.34,155.46,28.05,75.21,40.23,47.08,148.71,170.54,1.47,266.56
Y7-M08-D17,114.92,135.98,316.96,34.9,9.23,11.24,59.33,2.99,14.05,136.47,869.77,377.53,332.92,338.57,37.05,17.22,154.97,27.3,75.13,41.24,45.64,147.38,177.21,1.45,277.95
Y7-M08-D18,115.43,137.41,331.63,34.89,9.4,10.78,58.75,2.89,13.75,133.42,857.7,390.88,331.92,345.02,37.76,17.25,155.18,28.05,77.2,40.58,47.14,149.56,184.56,1.46,281.01
Y7-M08-D19,115.53,141.11,332.61,35.75,9.65,10.83,58.07,2.77,13.45,127.86,864.16,403.64,332.61,351.34,38.62,17.28,154.11,28.46,77.68,40.89,47.14,152.23,187.6,1.41,287.31
Y7-M08-D22,113.49,140.83,321.37,35.7,9.62,11.37,59.85,2.93,13.45,128.36,881.84,414.79,341.5,359.7,38.86,17.31,154.97,28.69,79.23,41.09,46.52,167.94,187.8,1.4,264.78
Y7-M08-D23,114.37,145.12,330.01,36.32,10.3,12.01,60.37,3.09,13.07,131.91,876.44,412.74,354.69,352.85,39.11,17.39,153.49,28.5,78.06,41.21,45.64,163.97,185.49,1.44,265.66
